Labels,Message
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,So Ã_ pay first lar... Then when is da stock comin...
ham,So Ã_'ll be submitting da project tmr rite?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,"Some friends want me to drive em someplace, probably take a while"
ham,Some of them told accenture is not confirm. Is it true.
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Somebody should go to andros and steal ice
ham,Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,"Someone U know has asked our dating service 2 contact you Cant guess who CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
ham,Someone has conacted our dating service and entered your phone because they fancy you To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,Someone has contacted our dating service and entered your phone because they fancy you To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,"Someone has contacted our dating service and entered your phone becausethey fancy you To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,Someonone you know is trying to contact you via our dating service To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,Sorry * was at the grocers.
ham,Sorry . I will be able to get to you. See you in the morning.
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,Sorry U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,"Sorry battery died, yeah I'm here"
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,Sorry da thangam.it's my mistake.
ham,Sorry da. I gone mad so many pending works what to do.
ham,Sorry da..today i wont come to play..i have driving clas..
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,Sorry de i went to shop.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Sorry for the delay. Yes masters
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Sorry i din lock my keypad.
ham,Sorry i missed your call. Can you please call back.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Sorry i'm not free...
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Sorry me going home first... Daddy come fetch Ã_ later...
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,"Sorry pa, i dont knw who ru pa?"
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,"Sorry that took so long, omw now"
ham,Sorry that was my uncle. I.ll keep in touch
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,"Sorry,  in meeting I'll call you later"
ham,"Sorry, I can't help you on this."
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,"Sorry, I'll call later"
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,"Sorry, I'll call later In meeting."
ham,"Sorry, I'll call later in meeting"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,"Sorry, I'll call later in meeting."
ham,"Sorry, I'll call later ok bye"
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,"Sorry, got a late start, we're on the way"
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,"Sorry, was in the bathroom, sup"
ham,"Sorry, went to bed early, nightnight"
ham,"Sorry,in meeting I'll call later"
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Sorry. || mail? || 
ham,Sos! Any amount i can get pls.
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,"Sounds good, keep me posted"
ham,Sounds great! Are you home now?
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Sounds like something that someone testing me would sayy
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Speaking of does he have any cash yet?
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Spoons it is then okay?
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Sry da..jst nw only i came to home..
ham,"St andre, virgil's cream"
ham,Staff of placement training in Amrita college.
ham,Still at west coast... Haiz... ÃÃ'll take forever to come back...
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Still i have not checked it da. . .
ham,Still in customer place
ham,Still in the area of the restaurant. Ill try to come back soon
ham,Still otside le..u come 2morrow maga..
ham,Still work going on:)it is very small house.
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,Stop knowing me so well!
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,Studying. But i.ll be free next weekend.
ham,Stupid auto correct on my phone
ham,Stupid.its not possible
ham,Summers finally here Fancy a chat or flirt with sexy singles in yr area To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,Sunshine Quiz Win a super Sony DVD recorder if you canname the capital of Australia Text MQUIZ to 82277. B
ham,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country Liverpool played in mid week Txt ansr to 82277. 1.50 SP Tyrone
ham,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country the Algarve is in Txt ansr to 82277. 1.50 SP Tyrone
ham,Super da:)good replacement for murali
ham,Super msg da:)nalla timing.
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,"Sure thing big man. i have hockey elections at 6, shouldnÂÃÃ·t go on longer than an hour though"
ham,Sure! I am driving but will reach my destination soon.
ham,"Sure, I'll see if I can come by in a bit"
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,"Sure, whenever you show the fuck up &gt;:("
ham,Surely result will offer:)
ham,Surly ill give it to you:-) while coming to review.
ham,Sweet heart how are you?
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,T Mobile customer you may now claim your FREE CAMERA PHONE upgrade a pay go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T C's apply
ham,TBS PERSOLVO. been chasing us since Sept for 38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,TELL HER I SAID EAT SHIT.
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
ham,"THATÃ¥ÃS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÃ¥ÃT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
ham,THIS IS A LONG FUCKIN SHOWR
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,TaKe CaRE n gET WeLL sOOn
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,Take some small dose tablet for fever
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,Talk sexy Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Talk to g and x about that
ham,Teach me apps da. When you come to college.
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,Tell me again what your address is
ham,Tell me pa. How is pain de.
ham,Tell me something. Thats okay.
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,Tell me whos this pls:-)
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Tell rob to mack his gf in the theater
ham,Tell them no need to investigate about me anywhere.
ham,Tell them the drug dealer's getting impatient
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,Tell where you reached
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Tension ah?what machi?any problem?
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Text BANNEDUK to 89555 to see cost 150p textoperator g696ga 18 XXX
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,"Text me when you get off, don't call, my phones having problems"
ham,Text meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME AGE eg Sam 25. 18 msg recd thirtyeight pence
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
ham,Thank You meet you monday
ham,Thank god they are in bed!
ham,Thank u!
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Thank you baby! I cant wait to taste the real thing...
ham,Thank you princess! I want to see your nice juicy booty...
ham,Thank you princess! You are so sexy...
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,"Thank you, winner notified by sms. Good Luck No future marketing reply STOP to 84122 customer services 08450542832"
ham,"Thank you. And by the way, I just lost."
ham,Thank you. I like you as well...
ham,Thank you. do you generally date the brothas?
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 100 cash. Name the NEW US President txt ans to 80082
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,Thanks chikku..:-) gud nyt:-*
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Thanks for looking out for me. I really appreciate.
ham,Thanks for loving me so. You rock
ham,Thanks for picking up the trash.
ham,Thanks for sending this mental ability question..
ham,Thanks for this hope you had a good day today
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Thanks for ve lovely wisheds. You rock
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Thanks honey. Have a great day.
ham,Thanks love. But am i doing torch or bold.
ham,"Thanks, I'll keep that in mind"
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
ham,Thankyou so much for the call. I appreciate your care.
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Thanx 4 e brownie it's v nice...
ham,Thanx 4 sending me home...
ham,"Thanx 4 the time weÃ¥Ãve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,Thanx a lot 4 ur help!
ham,Thanx a lot...
ham,Thanx but my birthday is over already.
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Thanx...
ham,That day you asked about anand number. Why:-)
ham,"That day Ã_ say Ã_ cut ur hair at paragon, is it called hair sense? Do Ã_ noe how much is a hair cut? "
ham,That depends. How would you like to be treated? :)
ham,That is wondar full flim.
ham,That is wondarfull song
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,That means get the door
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,That one week leave i put know that time. Why.
ham,That seems unnecessarily affectionate
ham,That seems unnecessarily hostile
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,That was random saw my old roomate on campus. He graduated
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,That's cause your old. I live to be high.
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,"That's fine, I'll bitch at you about it later then"
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,"That's good, because I need drugs"
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,That's my honeymoon outfit. :)
ham,That's necessarily respectful
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,That's one of the issues but california is okay. No snow so its manageable
ham,That's significant but dont worry.
ham,"That's the trouble with classes that go well - you're due a dodgey one ÂÃ_ Expecting mine tomo! See you for recovery, same time, same place "
ham,That's the way you should stay oh.
ham,"That's very rude, you on campus?"
ham,"That's what I love to hear :V see you sundayish, then"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,That's y u haf 2 keep me busy...
ham,That's y we haf to combine n c how lor...
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,Thats cool. How was your day?
ham,Thats cool. I want to please you...
ham,Thats cool. Where should i cum? On you or in you? :)
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Thats cool. i liked your photos. You are very sexy!
ham,"ThatÂÃÃ·s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,The basket's gettin full so I might be by tonight
ham,The battery is for mr adewale my uncle. Aka Egbon
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,The bus leaves at  &lt;#&gt; 
ham,The evo. I just had to download flash. Jealous?
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,The hair cream has not been shipped.
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,The new deus ex game comin early next yr
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"The table's occupied, I'm waiting by the tree"
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,The wine is flowing and i'm i have nevering..
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,"TheMob Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper all 4 FREE"
ham,Then any special there?
ham,Then anything special?
ham,Then cant get da laptop? My matric card wif Ã_ lei... 
ham,Then dun wear jeans lor...
ham,Then get some cash together and I'll text jason
ham,Then i buy.
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Then mum's repent how?
ham,Then she buying today? ÃÃ no need to c meh...
ham,Then she dun believe wat?
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,Then u drive lor.
ham,Then u go back urself lor...
ham,Then u going ikea str aft dat?
ham,Then ur physics get a-?
ham,Then ur sis how?
ham,Then wat r u doing now? Busy wif work?
ham,Then we gotta do it after that
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,Then what about further plan?
ham,Then why no one talking to me
ham,Then why you came to hostel.
ham,Then why you not responding
ham,Then Ã_ ask dad to pick Ã_ up lar... ÃÃ wan 2 stay until 6 meh...
ham,Then Ã_ come n pick me at 530 ar?
ham,Then Ã_ wait 4 me at bus stop aft ur lect lar. If i dun c Ã_ then i go get my car then come back n pick Ã_.
ham,Then. You are eldest know.
ham,"Theoretically yeah, he could be able to come"
ham,There are many company. Tell me the language.
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,There bold 2  &lt;#&gt; . Is that yours
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,There is a first time for everything :)
ham,There is no sense in my foot and penis.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"There're some people by mu, I'm at the table by lambda"
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,These won't do. Have to move on to morphine
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,"They can try! They can get lost, in fact. Tee hee"
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,They finally came to fix the ceiling.
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,They just talking thats it de. They wont any other.
ham,They r giving a second chance to rahul dengra.
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
ham,They said Ã_ dun haf passport or smth like dat.. Or Ã_ juz send to my email account..  
ham,They will pick up and drop in car.so no problem..
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,Think + da. You wil do.
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,"Think ur smart Win 200 this week in our weekly quiz, text PLAY to 85222 now T Cs WinnersClub PO BOX 84, M26 3UZ. 16 . GBP1.50 week"
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
ham,Thinkin about someone is all good. No drugs for that
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,This is all just creepy and crazy to me.
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,This is my number by vivek..
ham,"This is one of the days you have a billion classes, right?"
ham,"This is the 2nd attempt to contract U, you have won this weeks top prize of either 1000 cash or 200 prize. Just call 09066361921"
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,This message is free. Welcome to the new improved Sex Dogging club To unsubscribe from this service reply STOP. msgs 150p 18 only
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,This pain couldn't have come at a worse time.
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
ham,This phone has the weirdest auto correct.
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Thnx dude. u guys out 2nite?
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,Those ducking chinchillas
ham,Those were my exact intentions
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,Thts wat Wright Brother did to fly..
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,Thx. All will be well in a few months
ham,"Tick, tick, tick ... Babe"
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
